,mc1,mc10,mc100,mc101,mc102,mc103,mc104,mc105,mc106,mc107,mc108,mc109,mc11,mc110,mc111,mc112,mc113,mc114,mc115,mc116,mc117,mc118,mc119,mc12,mc120,mc121,mc122,mc123,mc124,mc125,mc126,mc127,mc128,mc129,mc13,mc130,mc131,mc132,mc133,mc134,mc135,mc136,mc137,mc138,mc139,mc14,mc140,mc141,mc142,mc143,mc144,mc145,mc146,mc147,mc148,mc149,mc15,mc150,mc151,mc152,mc153,mc154,mc155,mc156,mc157,mc158,mc159,mc16,mc160,mc161,mc162,mc163,mc164,mc165,mc166,mc167,mc168,mc169,mc17,mc170,mc171,mc172,mc173,mc174,mc175,mc176,mc177,mc178,mc179,mc18,mc180,mc181,mc182,mc183,mc184,mc185,mc186,mc187,mc188,mc189,mc19,mc190,mc191,mc192,mc193,mc194,mc195,mc196,mc197,mc198,mc199,mc2,mc20,mc200,mc201,mc202,mc203,mc204,mc205,mc206,mc207,mc208,mc209,mc21,mc210,mc211,mc212,mc213,mc214,mc215,mc216,mc217,mc218,mc219,mc22,mc220,mc221,mc222,mc223,mc224,mc225,mc226,mc227,mc228,mc229,mc23,mc230,mc231,mc232,mc24,mc25,mc26,mc27,mc28,mc29,mc3,mc30,mc31,mc32,mc33,mc34,mc35,mc36,mc37,mc38,mc39,mc4,mc40,mc41,mc42,mc43,mc44,mc45,mc46,mc47,mc48,mc49,mc5,mc50,mc51,mc52,mc53,mc54,mc55,mc56,mc57,mc58,mc59,mc6,mc60,mc61,mc62,mc63,mc64,mc65,mc66,mc67,mc68,mc69,mc7,mc70,mc71,mc72,mc73,mc74,mc75,mc76,mc77,mc78,mc79,mc8,mc80,mc81,mc82,mc83,mc84,mc85,mc86,mc87,mc88,mc89,mc9,mc90,mc91,mc92,mc93,mc94,mc95,mc96,mc97,mc98,mc99
EX_cl_m,0.0041489999999999,0.0033349999999998,0.0053900000000002,0.003978,0.0036009999999997,0.0039850000000001,0.0033349999999998,0.0034860000000005,0.0035360000000004,0.0041309999999992,0.0040709999999997,0.003641,0.0037749999999991,0.0041779999999995,0.004054,0.0035950000000006,0.0041250000000001,0.0034379999999991,0.0035089999999993,0.0036539999999991,0.0033999999999991,0.0038630000000008,0.0041530000000005,0.0041589999999995,0.0033849999999997,0.0040689999999994,0.0038230000000005,0.0033159999999998,0.0041519999999994,0.0040080000000006,0.0035749999999996,0.0038289999999996,0.0033740000000008,0.0035690000000005,0.003114,0.0034340000000003,0.0041379999999993,0.0034329999999993,0.0040569999999995,0.0037559999999992,0.0038339999999994,0.0041460000000004,0.00333,0.0034469999999995,0.0046590000000001,0.0041469999999996,0.0035539999999993,0.0041460000000004,0.0033049999999992,0.0034530000000003,0.0032549999999993,0.0035369999999996,0.0039560000000005,0.0034589999999994,0.0040530000000007,0.003451,0.0033910000000005,0.0035290000000003,0.0045730000000006,0.0035489999999995,0.003724,0.0033910000000005,0.0035100000000003,0.0033410000000007,0.0033619999999991,0.0043970000000008,0.0034460000000002,0.0034550000000006,0.0037880000000001,0.0034340000000003,0.0036760000000004,0.0037289999999998,0.0032979999999991,0.003546,0.0033060000000002,0.0038129999999991,0.0034569999999991,0.0034840000000002,0.0031199999999991,0.0033390000000004,0.0037140000000004,0.0032320000000005,0.0034880000000008,0.0034430000000007,0.0041659999999996,0.0037730000000006,0.0041539999999997,0.0038569999999999,0.0032499999999995,0.0039610000000003,0.0037500000000001,0.0034840000000002,0.0038350000000004,0.0034869999999997,0.0038370000000007,0.0032849999999999,0.0035980000000002,0.0037559999999992,0.0035799999999994,0.0038979999999995,0.0056170000000008,0.0037409999999997,0.0034360000000006,0.0033209999999996,0.0034639999999992,0.0034960000000001,0.0036109999999993,0.0036450000000005,0.0042799999999996,0.0034480000000005,0.0037699999999993,0.0032510000000005,0.0039580000000007,0.0036979999999999,0.0036919999999991,0.0035930000000004,0.0041519999999994,0.0038300000000006,0.0041080000000004,0.0033519999999995,0.0041679999999999,0.0040139999999997,0.0035070000000008,0.0032999999999994,0.0034080000000002,0.0040849999999998,0.0041299999999999,0.0035419999999994,0.0035469999999993,0.0033440000000002,0.0034539999999996,0.0036690000000003,0.004868,0.0037020000000005,0.0041630000000001,0.0035089999999993,0.0034690000000008,0.0035819999999997,0.0035240000000005,0.0040790000000008,0.003387,0.0040809999999993,0.0035290000000003,0.0033080000000005,0.0036120000000003,0.0041779999999995,0.0041109999999999,0.0038879999999998,0.0037059999999993,0.0041270000000004,0.0036830000000005,0.0041580000000003,0.0041659999999996,0.0033349999999998,0.0037680000000008,0.0035139999999991,0.0034150000000003,0.0041670000000006,0.0043330000000008,0.0035860000000003,0.0041390000000003,0.0040929999999992,0.003546,0.0036620000000002,0.0038309999999999,0.0034880000000008,0.0036830000000005,0.0033349999999998,0.0032630000000004,0.0033750000000001,0.0032929999999993,0.0036360000000001,0.0041770000000003,0.0041550000000007,0.0032370000000003,0.0035609999999994,0.0070829999999997,0.0035629999999997,0.0041139999999995,0.0036939999999994,0.0036389999999997,0.0035249999999997,0.0033519999999995,0.0038560000000007,0.0033709999999995,0.004156,0.0041700000000002,0.004709,0.0034410000000004,0.0040030000000008,0.0041820000000001,0.0034679999999998,0.0036889999999996,0.0044050000000002,0.0041600000000006,0.0034550000000006,0.0033159999999998,0.0040289999999991,0.0046009999999991,0.0033429999999992,0.0039490000000004,0.0041410000000006,0.0033569999999993,0.0036330000000006,0.0041329999999994,0.0041170000000008,0.0038520000000001,0.0039409999999993,0.0035860000000003,0.0034829999999992,0.0035869999999995,0.0036459999999998,0.0040449999999996,0.0035969999999991,0.0035489999999995,0.003997,0.0040929999999992,0.0040829999999996,0.0035179999999996,0.004099,0.0032739999999993,0.003451,0.0041270000000004,0.0036760000000004,0.0036140000000006,0.0040410000000008,0.003228,0.0041689999999992,0.0035240000000005,0.0038309999999999,0.0041440000000001,0.0038250000000008
EX_clcxb_c_glc_m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_clcxb_c_m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_clcxb_glc_m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_clcxb_m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_clobi_c_m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_clobi_glc_m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_cmp_m,0.0,0.041804,0.0,0.0,0.302501,0.765502,0.0,0.825862,0.0,0.072948,0.206009,0.379213,0.0,0.0,1.118206,0.0,0.297353,0.107326,0.0,0.106886,0.078876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043792,0.0,0.0,0.097421,0.106834,0.0,0.0,0.426668,0.0,0.488058,8.546928,0.448843,0.051011,0.0,0.0,0.021546,0.0,0.0,0.187041,0.0,0.0,0.0,0.355204,0.067321,0.0,0.0,0.282193,2.250432,0.0,1.775467,1.297766,0.079804,0.027253,0.208672,0.030169,0.019819,0.0,0.0,0.060618,0.0,0.0,0.0,0.164777,0.0,0.0,0.091963,3.312061,0.0,0.184559,1.445966,0.0,0.0,0.267871,0.0,0.110432,0.0,0.0,0.0,0.0,1.015963,0.029926,0.0,0.129073,0.0,0.079718,1.109548,0.0,0.0,0.0,0.0,0.0,0.330237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03013,3.008508,0.072057,0.452195,0.099676,0.847146,0.0,0.07136,0.066665,0.0,0.0,0.0,0.076153,0.075402,0.0,0.56217,0.0,0.0,0.673708,0.0,0.0,0.100825,0.363918,0.152496,0.0,7.133459,0.12991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.332146,0.0,0.0,1.987855,0.0,0.0,3.548869,0.544081,0.279776,0.0,0.152893,0.0,0.029201,0.0,0.039894,0.225884,0.045377,0.0,0.115761,0.053477,0.06572,0.0,0.0,0.232111,0.661631,0.0,0.0,0.061513,0.082114,0.034108,0.143596,0.557685,0.0,0.147359,0.05417,0.0,0.0,0.0,1.608843,0.350874,0.149249,0.0,0.0,0.0,0.070993,0.0,0.0,0.018077,0.0,0.0,0.084197,0.1832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054879,0.026616,0.0,0.144264,0.087715,0.036229,0.0,3.452651,0.349347,0.0,0.054855,0.594253,2.346578,1.088137,0.0,0.0,0.0,0.349238,0.151347,0.06297,0.05158,0.085502,0.026252,0.0,0.084613,0.044159,0.071114,2.259903,0.128057,0.045337,1.991627
EX_co2_m,400.15083,383.478902,398.581862,400.04,395.411562,395.621144,393.922569,377.050915,380.836557,400.004465,399.968626,385.35148,400.091014,359.066286,400.000201,375.111661,399.988198,390.810129,387.889065,399.63006,380.52216,399.522946,400.124471,400.054716,393.811257,400.097239,400.211018,385.909489,400.047225,394.602397,370.057331,399.095241,389.167646,400.007113,400.09,390.542562,400.117615,384.783738,399.64364,356.834097,379.699571,400.02,390.541369,386.66796,399.985702,400.149152,400.06,400.043718,395.893308,376.232932,393.471008,398.374791,284.076109,375.384989,400.159179,398.264278,384.705488,378.406429,400.142294,382.753665,400.051566,398.693021,376.874515,396.848904,392.405796,398.713663,375.135263,376.104084,400.063344,395.006251,400.196315,398.89723,390.563067,397.648342,365.028678,400.07,383.018914,375.98048,400.099178,393.417722,398.981546,391.933355,396.993134,373.879292,400.05,399.735611,400.03,400.06,395.671873,374.609307,391.306686,378.660547,393.865774,376.245994,400.141034,394.118005,387.650537,400.04,400.05,363.555868,399.238612,357.200294,365.234675,389.320717,386.76311,394.522236,388.373643,376.919168,334.90888,395.304843,399.011565,391.889585,400.098708,400.1,391.771906,398.337208,400.128829,399.990867,400.075072,393.232459,388.383786,400.19,380.971535,372.808518,395.174195,400.055589,400.08,399.950439,396.021984,393.280718,391.83859,400.04,344.590554,366.89708,400.14,384.378347,383.051658,391.739877,387.151969,400.07,377.616694,400.06,387.351315,381.450683,399.980576,400.15,399.384688,398.673027,342.575273,400.061617,400.072738,400.111082,400.173628,374.79685,400.097123,395.394378,394.489741,399.941621,399.556495,399.024316,400.116961,400.118395,399.585899,399.98387,400.11,375.244125,400.206926,394.674777,393.778732,392.569409,378.347798,386.605276,400.01669,400.109927,387.304226,399.881088,399.998224,397.352567,400.097825,390.761616,400.162772,396.372071,379.058717,400.1,390.00794,400.176317,400.244051,364.235729,377.637797,400.144371,400.15,382.220461,400.201845,400.089124,400.132011,376.929743,375.247478,388.893797,399.789187,391.859725,400.211198,400.169133,370.583818,400.187861,399.060804,400.222602,400.145005,400.110442,398.021911,378.880777,399.900425,400.226107,399.099114,385.007741,398.292736,400.096217,399.24597,399.95012,380.833632,394.699231,391.030008,375.246452,399.730118,388.672088,386.47121,400.205933,392.550124,399.732664,389.949691,399.167653,400.081254,379.013411
EX_coa_m,0.0,0.005146,0.0,0.0,0.037236,0.09423,0.0,0.10166,0.0,0.008978,0.025359,0.046776,0.0,0.0,0.137625,0.0,0.036597,0.013209,0.0,0.013157,0.009709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00539,0.0,0.0,0.011992,0.013151,0.0,0.0,0.052513,0.0,0.060069,1.05193,0.05525,0.006279,0.0,0.0,0.002651,0.0,0.0,0.023024,0.0,0.0,0.0,0.043717,0.008287,0.0,0.0,0.034731,0.277445,0.0,0.218552,0.159749,0.009823,0.003354,0.025686,0.003714,0.002439,0.0,0.0,0.007461,0.0,0.0,0.0,0.020283,0.0,0.0,0.01132,0.407699,0.0,0.022718,0.177992,0.0,0.0,0.032974,0.0,0.013594,0.0,0.0,0.0,0.0,0.125042,0.003684,0.0,0.015888,0.0,0.009813,0.13658,0.0,0.0,0.0,0.0,0.0,0.040854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003709,0.370278,0.00887,0.055663,0.012331,0.10428,0.0,0.008784,0.008206,0.0,0.0,0.0,0.009374,0.009282,0.0,0.0692,0.0,0.0,0.08293,0.0,0.0,0.012411,0.04479,0.018771,0.0,0.878096,0.015991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.163956,0.0,0.0,0.244696,0.0,0.0,0.436784,0.090902,0.034434,0.0,0.018818,0.0,0.003594,0.0,0.004911,0.027805,0.005586,0.0,0.014247,0.006583,0.00809,0.0,0.0,0.028572,0.081431,0.0,0.0,0.007571,0.010108,0.004198,0.017676,0.068737,0.0,0.018139,0.006668,0.0,0.0,0.0,0.198041,0.043191,0.018372,0.0,0.0,0.0,0.008739,0.0,0.0,0.002224,0.0,0.0,0.010364,0.022548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006755,0.003276,0.0,0.017758,0.010851,0.004459,0.0,0.424942,0.043003,0.0,0.006752,0.07315,0.28881,0.133944,0.0,0.0,0.0,0.042989,0.01863,0.007751,0.006349,0.010525,0.003231,0.0,0.010415,0.005436,0.008798,0.278142,0.015763,0.005581,0.245202
EX_cobalt2_m,0.004149,0.003335,0.00539,0.003978,0.003601,0.003985,0.003335,0.003486,0.003536,0.004131,0.004071,0.003641,0.003775,0.004178,0.004054,0.003595,0.004125,0.003438,0.003509,0.003654,0.0034,0.003863,0.004153,0.004159,0.0033849999999999,0.004069,0.003823,0.0033159999999999,0.004152,0.004008,0.003575,0.0038289999999999,0.003374,0.003569,0.003114,0.003434,0.004138,0.003433,0.004057,0.003756,0.003834,0.004146,0.0033299999999999,0.003447,0.004659,0.004147,0.003554,0.004146,0.003305,0.003453,0.003255,0.003537,0.003956,0.003459,0.004053,0.003451,0.003391,0.003529,0.004573,0.003549,0.003724,0.003391,0.0035099999999999,0.003341,0.003362,0.004397,0.003446,0.0034549999999999,0.0037879999999999,0.003434,0.0036759999999999,0.003729,0.003298,0.003546,0.003306,0.003813,0.003457,0.003484,0.00312,0.003339,0.003714,0.0032319999999999,0.003488,0.003443,0.004166,0.003773,0.004154,0.0038569999999999,0.00325,0.003961,0.00375,0.003484,0.003835,0.003487,0.003837,0.003285,0.003598,0.003756,0.00358,0.0038979999999999,0.005617,0.003741,0.003436,0.003321,0.003464,0.0034959999999999,0.003611,0.003645,0.00428,0.003448,0.00377,0.003251,0.003958,0.003698,0.003691,0.0035929999999999,0.004152,0.00383,0.004108,0.003352,0.004168,0.004014,0.003507,0.0033,0.003408,0.004085,0.00413,0.003542,0.003547,0.0033439999999999,0.0034539999999999,0.003669,0.004868,0.003702,0.004163,0.003509,0.003469,0.003582,0.0035239999999999,0.0040789999999999,0.003387,0.004081,0.003529,0.003308,0.003612,0.004178,0.004111,0.003888,0.003706,0.004127,0.003683,0.004158,0.004166,0.003335,0.003768,0.003514,0.003415,0.004167,0.004333,0.003586,0.004139,0.0040929999999999,0.003546,0.003662,0.003831,0.003488,0.003683,0.003335,0.003263,0.003375,0.003293,0.003636,0.004177,0.004155,0.003237,0.003561,0.007083,0.003563,0.004114,0.003694,0.003639,0.003525,0.003352,0.003856,0.0033709999999999,0.004156,0.00417,0.004709,0.0034409999999999,0.004003,0.004182,0.0034679999999999,0.003689,0.004405,0.00416,0.0034549999999999,0.0033159999999999,0.004029,0.004601,0.0033429999999999,0.003949,0.004141,0.0033569999999999,0.003633,0.004133,0.004117,0.003852,0.003941,0.003586,0.0034819999999999,0.003587,0.003646,0.004045,0.003597,0.003549,0.003997,0.0040929999999999,0.004083,0.003518,0.004099,0.0032739999999999,0.003451,0.004127,0.0036759999999999,0.003614,0.004041,0.003228,0.004169,0.0035239999999999,0.003831,0.004144,0.003825
